Pos;Solution;Nombre_noeuds;Temps
GRGBXRGGGYWYGXWOGRRRRRXYBYBWBWGXWRBOOYOOXWBBBYOWOXOYYW;;;
GRGBXRGGGYWYOXWYYRRRRRXYBYBWBWGXWRBOOYOOXGBGOYOWBXOBWW;;;
GRGBXRGGGYWYGXWOGRRRRRXYBYBWBWGXWRBOOYOOXWBBBYOWOXOYYW;;;
YWGGXRGGGOWYYXWOGRRRRRXYBYBWBWGXWRBOOBGOXRBBBYOWOXOYYW;;;
OWGYXRGGGGRYBXWOGRRRRRXYBYBWBWGXWRBOOGYOXWBBBYOWOXOYYW;;;
OBWYXWGGGGRYBXWOGRRRRRXYBYBWOOGXGRBOGRYWXWBBBYOWOXOYYW;;;
OBWWXWYRGGRRBXROGRGYRGXYBYBWOOGXGRBOGRYWXWBBBYOWOXOYYW;;;
OBWWXWYRGGRRBXROGRGYRGXBBGRWOOOXGWOOGRYWXWBBBYYBOXYYYW;;;
OBWWXWYRGGRRBXROGRGYRGXBBGRWOOOXYWYWGRYOXWOGBYYBOXBYWB;;;
OBWWXOYOWGRRBXROGRGWGGXRBGRRBOYXYWYWGRYOXWOGBYYBOXBYWB;;;
OOGWXRYOWGRRBXROGRGWGGXRBGRRBWYXOWYWOYYBXWOGBYYBOXBYWB;;;
OOGWXRYOWGRRGXRBWRGWGGXRBGRRBWYXOWYWOYYBXWOOYYYBBXBOGB;;;
OOGWXRYOWGRRGXRBWRGWGGXRBGRRBWYXOWBOOYYGXWBBYYYBBXOOYW;;;
OBWWXOYOWGRRGXRBWRGWGGXRBGRRGOYXYWBOGRYOXWBBYYYBBXOOYW;;;
OBWWXOYOWGRRBXRYWRGWGGXRBGRRGOYXYWBOGRYOXYBBOYYBGXOBWW;;;
GRWBXOYOWYYRRXRYWRGWGGXRBGRRGOYXYWBOGWOOXBBBOYYBGXOBWW;;;
GRWBXYYGRYYRRXRYWRGOWGXOBGRGROWXYWBOGWOOXBBBOYYBGXOBWW;;;
YYWRXYYGROBRWXRYWRGOWGXOBGRGROWXYWBOGBGOXRBBOYYBGXOBWW;;;
GRWBXYYGRYYRRXRYWRGOWGXOBGRGROWXYWBOGWOOXBBBOYYBGXOBWW;;;
GRWOXYGGRYGYRXBYWRRRWYXOBGRGROWXYWBOGWOOXBBBOYYBGXOBWW;;;
GRWOXYGGRYGYGXBBWRRRWYXOBGRGROWXYWBOGWOOXWBRYYYBBXOOBW;;;
GRWOXYGGRYGYGXBBYYRRWWXORBRGROWXYWBOGWOOXWBRYBYBGXOOBW;;;
GRWOXRGOWYGYGXBBYYRWGWXRRBRRGOYXYWBOGWOOXWBRYBYBGXOOBW;;;
GRWOXRGOWYGYGXBBYYRWGWXRRBRRGOYXRWOBGWOBXWWOYBYBGXYOBO;;;
GRWOXRGOWYGYGXBOBYRWGWXRRBRRGOYXRWOBGWOBXYWGBBYBOXYYWO;;;
YGWGXRGOWOYYWXBOBYRWGWXRRBRRGOYXRWOBGOGBXRWGBBYBOXYYWO;;;
YGWGXRGOWOYYWXBOBYRWGWXRRBRRGOYXGWBWGOGWXROYBBYBOXRYOB;;;
OYWWXRGOWGRYOXBOBYRWGWXRRBRRGOYXGWBWGGYWXGOYBBYBOXRYOB;;;
OYWWXRGOWGRYOXOOYBRWGBXRYBRRGOYXGWBWGGYWXGOYBRWBBXRYOB;;;
OYWWXYGGRGRYOXOOYBRRWBXOYBRGROWXGWBWGGYWXGOYBRWBBXRYOB;;;
OYWWXYGGRGRYOXBOWRRRWYXOBORGROWXGWBWGGYWXGOYBYBBBXRYOB;;;
OYWWXYGGRGRYYXBBGRRRWYXOBORGROWXGWBWGGYWXOOBYYBBOXROWB;;;
OYWWXYGGRGRYBXBYORRRWYXOBORGROWXGWBWGGYWXWOOOYBBYXRBGB;;;
OYWWXYGGRGRYBXBYORRRWYXBBRBGROOXGROWGGYWXWOOOYBWYXWBGB;;;
GRWBXYGGRYWYGXBYORRRWYXBBRBGROOXGROWGWOWXYOOOYBWYXWBGB;;;
GRWBXYGGRYWYGXYYBYRRWOXBRBBGROOXGROWGWOWXYOOOBYWRXWBGB;;;
GRWBXYGGRYWYGXBYORRRWYXBBRBGROOXGROWGWOWXYOOOYBWYXWBGB;;;
GRWBXOGRGYWYGXBYORRYRYXGBRBWBORXGROWGWOWXYOOOYBWYXWBGB;;;
GBOBXGGRGYWYGXBYORRYRYXGBRBWWGRXWROWWOORXYOOOYBWYXWBGB;;;
GBOYXGRYGYRGGXBYORYBRWXGBRBWWGRXWROWWOORXYOOOYBWYXWBGB;;;
GBOYXGRYGYRGGXBYORYBRWXBBWWWWGRXWBGWWOORXYOOOYORYXRBGB;;;
GBOBXGGRGYWYGXBYORRYRYXBBWWWWGRXWBGWWOORXYOOOYORYXRBGB;;;
GBOBXRGWWYWYGXBYORRGGYXRBWWRBGYXWBGWWOORXYOOOYORYXRBGB;;;
GBOBXRGWWYWYGXBYORRGGYXRBWWRBGYXOBROWOOGXYBROYORYXWBGW;;;
GBOBXRGWWYWYGXWYYBRGGOXRYYWRBGYXOBROWOOGXYBRORORBXWBGW;;;
GBOBXRGWWYWYGXYYOYRGGOXRRBWRBGYXOBROWOOGXYBROBYRWXWBGW;;;
GBGBXOGWWYWYGXYYOYRGGOXRRBWRGWYXOBROOROBXYBROBYRWXWBGW;;;
GBOBXRGWWYWYGXYYOYRGGOXRRBWRBGYXOBROWOOGXYBROBYRWXWBGW;;;
GBOBXGGRGYWYGXYYOYRYROXBRBWWWGRXOBROWOOGXYBROBYRWXWBGW;;;
GGWBXOGRGYWYGXYYOYRYROXBRBWWBORXGBROGOOWXYBROBYRWXWBGW;;;
GGWBXYGBRYWYGXYYOYRRWOXBRBWGROOXGBROGOOWXYBROBYRWXWBGW;;;
GROBXGGBRYWYGXYYOYRRWOXBRBWGWGOXOBROWYOGXYBROBYRWXWBGW;;;
GROBXOGWGYWYGXYYOYRGROXBRBWWBGRXOBROWYOGXYBROBYRWXWBGW;;;
GROGXOROGYWGGXBYOYYYRWXBRBWWBGRXOBROWYOGXYBROBYRWXWBGW;;;
GROGXRRBWYWGGXBYOYYOGWXORBWRBGYXOBROWYOGXYBROBYRWXWBGW;;;
GROGXRRBWYWGGXBYOYYOGWXRRYBRBGWXORYOWYOGXYBROBOWWXBBGW;;;
GROGXRRBWYWGRXBOYYYOGWXRRYBRBGWXORYOWYOGXGBWBBOWGXBYOW;;;
GBGGXORBWYWGRXBOYYYOGWXRRYBRGWWXYRYOORORXGBWBBOWGXBYOW;;;
GBGOXOYWWYBRRXGOYYGBGWXRRYBRGWWXYRYOORORXGBWBBOWGXBYOW;;;
GBGOXOYWWYBRRXGOYYGBGWXRRYBRGWWXWRRBOROOXGWBBBOWGXYYYO;;;
GBGOXOYWWYBRGXGYYYGBGWXRRYBRGWWXWRRBOROOXYWROBOWBXYBGO;;;
GBGOXOYWWYBRGXGYYYGBGWXRRYBRGWWXYRGOORORXYBWOBOWBXRBOW;;;
GBGOXOYWWYBRGXBYOBGBGYXRYGBRGWWXYRGOORORXYBWORWWYXRBOW;;;
OYGRXOYWWGBROXBYOBGBGYXRYGBRGWWXYRGOOGYRXBBWORWWYXRBOW;;;
OYGRXOYWWGBRWXBOBBGBGYXRYGBRGWWXYRGOOGYRXOBYBRWWOXRYOW;;;
OYGBXORBWGYGWXBOBBYRGWXRYGBRGWWXYRGOOGYRXOBYBRWWOXRYOW;;;
OYGBXRRRGGYGWXBOBBYWRWXGYGBWBWOXYRGOOGYRXOBYBRWWOXRYOW;;;
OYGBXRRRGGYGWXBOBBYWRWXGYGBWBWOXRROWOGYGXOOYBRWWOXYYRB;;;
OYGBXRRRGGYGWXBOBBYWRWXGYGBWBWOXYRGOOGYRXOBYBRWWOXRYOW;;;
OBWBXYRRGGYGWXBOBBYWRWXGYGBWROOXGRGOGRYYXOBYBRWWOXRYOW;;;
OBWBXWRGRGYGWXBOBBYOWWXRYGBGROYXGRGOGRYYXOBYBRWWOXRYOW;;;
OROBXGRGRGYGWXBOBBYOWWXRYGBGYGYXRRGOWWYBXOBYBRWWOXRYOW;;;
OROBXORRWGYGWXBOBBYYGWXYYGBRGGGXRRGOWWYBXOBYBRWWOXRYOW;;;
OROBXGRGRGYGWXBOBBYOWWXRYGBGYGYXRRGOWWYBXOBYBRWWOXRYOW;;;
OROBXGRGRGYGYXBBOBYOWWXRYGBGYGYXRRGOWWYBXOBOYRWWWXROBW;;;
OROBXGRGRGYGYXBBOBYOWWXRYGBGYGYXORBBWWYBXOWRYRWWWXROGO;;;
OROBXGRGRGYGYXGBWYYOWWXRRWBGYGYXORBBWWYBXOWRYBOWBXROGO;;;
OROGXGGYRGWYYXOBWYRBWGXRRWBGYGYXORBBWWYBXOWRYBOWBXROGO;;;
OYGGXOGYRGWYYXOBWYRBWGXRRWBGBWYXWRBBOGYRXOWRYBOWBXROGO;;;
OYGOXOYWRGGRYXBBWYGGWYXRRWBGBWYXWRBBOGYRXOWRYBOWBXROGO;;;
OYGOXOYWRGGRYXBBWYGGWYXRRWBGBWYXRRGOOGYBXOBWYBOWBXRORW;;;
OYGOXYYBGGGRYXBBWYGORYXWRWBWRWGXRRGOOGYBXOBWYBOWBXRORW;;;
OYGOXYYBGGGRYXBBWYGORYXORRWWRWWXRBWOOGYBXOBWYBGRBXGORW;;;
OYGOXYYBGGGRYXBBGBGORWXOYBWWRWWXRBWOOGYBXOBWYRYRRXGORW;;;
OYGOXYYBGGGRYXBBGBGORWXYYGRWRWBXRWOOOGYBXOBWYRWBRXWORW;;;
OYGOXYYBGGGRYXBBGBGORWXWYWBWRWGXRRYOOGYBXOBWYROWRXBORW;;;
OYGOXYYBGGGRYXBBGBGORWXOYBWWRWWXRBWOOGYBXOBWYRYRRXGORW;;;
OYGOXYYBGGGRRXBORBGORWXOYBWWRWWXRBWOOGYBXGBYBRYRWXGYOW;;;
OYGOXOYORGGRRXBORBGWWWXRYBWGBWYXRBWOOGYBXGBYBRYRWXGYOW;;;
OYGOXWYRWGGRRXBORBGYGWXBYBWROWOXRBWOOGYBXGBYBRYRWXGYOW;;;
OYGOXWYRWGGRYXBBGBGYGWXBYBWROWOXRBWOOGYBXOBWYRYRRXGORW;;;
OOWOXRYRWGGRYXBBGBGYGWXBYBWRBOOXGBWOGWYYXOBWYRYRRXGORW;;;
OYGOXWYRWGGRYXBBGBGYGWXBYBWROWOXRBWOOGYBXOBWYRYRRXGORW;;;
OYGOXWYRWGGRYXBBGBGYGWXBYBWROWOXGBRWOGYWXOORYRYRRXWOBB;;;
YOGGXWYRWOYROXBBGBGYGWXBYBWROWOXGBRWOYGWXGORYRYRRXWOBB;;;
YOGGXWYRWOYRRXBYGBGYGWXBYBWROWOXGBRWOYGWXBORORYROXWBGB;;;
YOGGXWYRWOYRRXBYGBGYGWXBYBWROWOXWBGBOYGRXBWGORYROXRBWO;;;
YOGGXWYRWOYRRXBYGBGYGWXBYBWROWOXGBRWOYGWXBORORYROXWBGB;;;
YOGGXWYRWOYRRXBOBBGYGWXBYBWROWOXGBRWOYGWXGOOBRYRRXWYGB;;;
OYGRXWYRWGGRYXBOBBGYGWXBYBWROWOXGBRWOGYWXOOOBRYRRXWYGB;;;
OYGRXWYRWGGRYXBOBBGYGWXRYOBROWWXGRYWOGYWXOOOBRBWRXBYGB;;;
OYGRXWYRWGGRYXROBRGYGBXRBBBROWWXGRYWOGYWXOOOBYWWOXBYGB;;;
OYGRXWYRWGGRYXROBRGYGBXWBBWROWBXGBRWOGYWXOOOBYYROXWYGB;;;
GGGYXWYRWYORGXROBRGYGBXWBBWROWBXGBRWOROWXYOOBYYROXWYGB;;;
GGGYXWYRWYOROXRYGRGYGBXWBBWROWBXGBRWOROWXBOGOYYROXWBYB;;;
GGGYXWYRWYOROXRYGRGYGBXRBBBROWWXGRYWOROWXBOGOYWWOXBBYB;;;
GGGYXWYRWYOROXRYGRGYGBXYBWRROWBXGWWWOROWXBOGOYRBOXBBYB;;;
GGGYXWYRWYOROXRBYRGYGBXYBWRROWBXGWWWOROWXGOOYYRBGXBOBB;;;
GGGRXWROWYBGOXYBYRYYGRXYBWRROWBXGWWWOROWXGOOYYRBGXBOBB;;;
GGGRXWROWYBGOXYBYRYYGRXYBWRROWBXBWBBOROWXGWGYYRBGXOOWO;;;
GGGYXWGBWYRYOXYBYRRRGOXYBWRROWBXBWBBOROWXGWGYYRBGXOOWO;;;
GGGRXWROWYBGOXYBYRYYGRXYBWRROWBXBWBBOROWXGWGYYRBGXOOWO;;;
GGGRXWROWYBGGXYYGRYYGRXYBWRROWBXBWBBOROWXWWGOYRBOXOBYO;;;
OWGRXWROWGGGRXYYGRYYGRXYBWRROWBXBWBBOGYWXBWGOYRBOXOBYO;;;
YBGGXWROWOWGRXYYGRYYGRXYBWRROWBXBWBBORGWXGWGOYRBOXOBYO;;;
YBGGXWROWOWGRXOYRYYYGGXYRYRROWBXBWBBORGWXGWGOBRBWXOBYO;;;
YBGGXWROWOWGRXOYRYYYGGXBRBWROWOXBBRBORGWXGWGOBYRWXYBYO;;;
YWOGXRROWOWGRXOYRYYYGGXBRBWRBGOXWBRBWBGOXGWGOBYRWXYBYO;;;
YWOGXYRBGOWGRXOYRYYORGXBRBWWOGRXWBRBWBGOXGWGOBYRWXYBYO;;;
OWORXYRBGGGGBXOYRYYORGXBRBWWOGRXWBRBWGYOXWWGOBYRWXYBYO;;;
OWORXYRBGGGGBXOYRYYORGXBRBWWOGRXYBYOWGYRXWBWOBYRWXGBOW;;;
OOGRXYRBGGGGBXOYRYYORGXBRBWWRWRXGBYOOYYWXWBWOBYRWXGBOW;;;
OOGRXYRBGGGGBXOYRYYORGXYRRBWRWGXGRYOOYYWXWBWOBBWWXBBOW;;;
OOGRXYRBGGGGBXWYBBYORRXYYOBWRWGXGRYOOYYWXWBWORGWRXBBOW;;;
OOGRXYRBGGGGBXWYBBYORRXYYOBWRWGXWRWBOYYOXWWBORGWRXGBYO;;;
OOGOXYYRGGBRBXRYBBGWRGXYYOBWRWGXWRWBOYYOXWWBORGWRXGBYO;;;
OOGRXYRBGGGGBXWYBBYORRXYYOBWRWGXWRWBOYYOXWWBORGWRXGBYO;;;
OOORXYRBGGGGBXWYBBYORRXYYOBWOGGXYRWBWWYRXWWBORGWRXGBYO;;;
OOOWXYGGGGRYBXOYBBRRRBXYYOBWOGGXYRWBWWYRXWWBORGWRXGBYO;;;
YWOWXYGGGOOYWXOYBBRRRBXYYOBWOGGXYRWBWBGRXRWBORGWRXGBYO;;;
YWOWXYGGGOOYWXOYBBRRRBXWYGRWOGGXYWGBWBGRXRWBORYBRXOBYO;;;
YWOWXYGGGOOYWXOYBBRRRBXGYGWWOGOXYBYBWBGRXRWBORWRRXGBYO;;;
YWOWXYGGGOOYWXOYBBRRRBXWYGRWOGGXYWGBWBGRXRWBORYBRXOBYO;;;
YWOWXYGGGOOYWXOYBBRRRBXWYGRWOGGXBWRWWBGYXROOORYBRXYBGB;;;
YWOWXYGGGOOYRXOBGBRRRBXWYGRWOGGXBWRWWBGYXBOWYRYBOXYORB;;;
YWOWXYGGGOOYRXOBYRRRRGXWBORWOGGXBWRWWBGYXBOWYYBBGXYORB;;;
GBOBXYGGGYWYWXOBYRRRRGXWBORWOGGXBWRWWROYXOOWYYBBGXYORB;;;
GBOBXYGGGYWYWXOBYRRRRGXRBGWWOGYXBBBWWROYXOOWYYWRGXOORB;;;
GBOBXYGOWYWYWXOBYRRYGGXGBGWRRGRXBBBWWROYXOOWYYWRGXOORB;;;
GBOBXRGRRYWYWXOBYRRYWGXOBGWGGGYXBBBWWROYXOOWYYWRGXOORB;;;
GBOYXRRGRYRGWXBBYRYOWWXOBGWGGGYXBBBWWROYXOOWYYWRGXOORB;;;
GBOYXRRGRYRGWXGBWYYOWYXORBWGGGYXBBBWWROYXOOWYBWRGXOORB;;;
GBOGXRGRRYYYWXOBWYRYWGXORBWGGGYXBBBWWROYXOOWYBWRGXOORB;;;
GBOOXRYYRYGRWXYBWYGGWRXORBWGGGYXBBBWWROYXOOWYBWRGXOORB;;;
GBOOXRYYRYGRWXYBWYGGWRXWRORGGGBXBWOWWROYXOOWYBBBGXYORB;;;
GBOOXRYYRYGRWXYBWYGGWRXWRORGGGBXWWYOWRORXOBYYBBBGXBOOW;;;
YGOWXRYYROORRXYBWYGGWRXWRORGGGBXWWYOWOGRXBBYYBBBGXBOOW;;;
OOORXRYYRGBROXYBWYGGWRXWRORGGGBXWWYOWWYRXGBYYBBBGXBOOW;;;
YGOWXRYYROORRXYBWYGGWRXWRORGGGBXWWYOWOGRXBBYYBBBGXBOOW;;;
YGGWXWYYROORRXYBWYGGWRXWRORGRWBXOWYOORGGXBBYYBBBGXBOOW;;;
YGGYXWRORORGRXGBWYYWWYXWRORGRWBXOWYOORGGXBBYYBBBGXBOOW;;;
YGGYXBRRGORGRXGBWYYWRYXORORWWWWXOWYOORGGXBBYYBBBGXBOOW;;;
YGGWXBYYGORRRXYBWYGGRRXORORWWWWXOWYOORGGXBBYYBBBGXBOOW;;;
YGGYXBRRGORGRXGBWYYWRYXORORWWWWXOWYOORGGXBBYYBBBGXBOOW;;;
GBGRXBRRGYGGYXGBWYYWRYXORORWWWWXOWYOOROGXRBYYBBBGXBOOW;;;
GBGRXBRRGYGGYXGYRYYWRYXORORWWWWXOWYOOROGXOBGOBBBYXBBWW;;;
GBGRXWRWWYGGYXGYRYYBGYXRRORROWWXOWYOOROGXOBGOBBBYXBBWW;;;
OOGRXWRWWGBGRXGYRYYBGYXRRORROWWXOWYOOYYGXGBGOBBBYXBBWW;;;
OOGRXWRWWGBGRXYYBBYBGRXRYGRROWWXOWYOOYYGXGBGORYBOXBBWW;;;
OOGRXWRWWGBGRXGYRYYBGYXRRORROWWXOWYOOYYGXGBGOBBBYXBBWW;;;
OOGRXWRWWGBGYXGBWYYBGYXRRORROWWXOWYOOYYGXRBRYBBBGXBOGW;;;
GBGYXWRWWYRGYXGBWYYBGYXRRORROWWXOWYOOROGXOBRYBBBGXBOGW;;;
GBGYXWRWWYRGYXGBWYYBGYXRRORROWWXRWGBOROGXOWBYBBBGXOOYO;;;
GBGGXWGRWYYYYXBBWYRYGWXRRORROWWXRWGBOROGXOWBYBBBGXOOYO;;;
GBGGXWGRWYYYYXBBWYRYGWXGRWWROWOXRBBBOROGXOWBYBRRGXOOYO;;;
GBGGXYGGGYYYYXBBWYRORWXORWWWRWWXRBBBOROGXOWBYBRRGXOOYO;;;
GBGGXYGGGYYYYXBBWYRORWXORWWWRWWXOBYOOROBXOBRYBRRGXBOGW;;;
GBGGXYGGGYYYYXBBWYRORWXORWWWRWWXRBBBOROGXOWBYBRRGXOOYO;;;
GBGGXYGGGYYYYXWBWRRORRXOBGWWRWWXRBBBOROGXOWBYYWRBXOOYO;;;
GBGGXYGGGYYYYXGBRBRORWXOYBWWRWWXRBBBOROGXOWBYRWRWXOOYO;;;
GBGGXYYYGYWRYXOBRBGGRGXOYBWWRWWXRBBBOROGXOWBYRWRWXOOYO;;;
GBGGXYYYGYWRYXOBRBGGRGXOYBWWRWWXBBGWOROYXOOOYRWRWXROBB;;;
GBGGXWYRWYWRYXOBRBGYGGXYYBWROWGXBBGWOROYXOOOYRWRWXROBB;;;
GBGGXGYORYWRYXOBRBGWWGXRYBWGYWYXBBGWOROYXOOOYRWRWXROBB;;;
GYWGXBYORYWRYXOBRBGWWGXRYBWGYOYXRBGWGGOBXOOOYRWRWXROBB;;;
GYWGXBYORYWRYXOBRBGWWGXGYYBGYORXRRWWGGOBXOOOYRRWWXBOBB;;;
GYWGXBYORYWRWXOOBBGWWGXGYYBGYORXRRWWGGOBXROYBRRWOXBYOB;;;
GYWGXBYORYWRYXOBRBGWWGXGYYBGYORXRRWWGGOBXOOOYRRWWXBOBB;;;
GBGGXGYORYWRYXOBRBGWWGXGYYBGYWRXBRWWOROYXOOOYRRWWXBOBB;;;
GBGGXGYORYWRYXOBRBGWWGXGYYBGYWRXBRBBOROWXOWBYRRWWXOOYO;;;
GBGGXGYORYWRWXOOYBGWWGXGYYBGYWRXBRBBOROWXRWYBRRWBXOYOO;;;
GBGGXWYGWYWRWXOOYBGRGGXYYYBROWGXBRBBOROWXRWYBRRWBXOYOO;;;
GWOGXRYGWYWRWXOOYBGRGGXYYYBRBGGXWRBBWBOOXRWYBRRWBXOYOO;;;
OROBXRYGWGWRGXOOYBGRGGXYYYBRBGGXWRBBWWYOXWWYBRRWBXOYOO;;;
ORORXRGGWGGYGXBOYBROGWXYYYBRBGGXWRBBWWYOXWWYBRRWBXOYOO;;;
ORORXRGGWGGYGXBOYBROGWXYYYBRBGGXYROWWWYOXWOOBRRWBXWYBB;;;
ORORXRGGWGGYOXBBWBROGWXYYYBRBGGXYROWWWYOXBOBYRRWGXWOYB;;;
ORORXRGGWGGYOXGBRRROGWXYBBBRBGGXYROWWWYOXBOBYYWWYXWOYB;;;
ORORXRGGWGGYOXBBWBROGWXYYYBRBGGXYROWWWYOXBOBYRRWGXWOYB;;;
ORORXOGYGGGYOXBBWBRGRWXBYYBWGGRXYROWWWYOXBOBYRRWGXWOYB;;;
ORORXRGGWGGYOXBBWBROGWXYYYBRBGGXYROWWWYOXBOBYRRWGXWOYB;;;
ORORXOGYGGGYOXBBWBRGRWXBYYBWGGRXYROWWWYOXBOBYRRWGXWOYB;;;
ORORXOGYGGGYOXYBWYRGRRXBRGBWGGRXYROWWWYOXBOBYBWWBXWOYB;;;
ORORXOGYGGGYOXBBWBRGRWXBYYBWGGRXYROWWWYOXBOBYRRWGXWOYB;;;
ORORXOGYGGGYOXBBWBRGRWXOYRRWGGWXYWRWWWYOXBOBYRBBGXYOYB;;;
ORORXOGYGGGYOXGBBRRGRWXOBBRWGGWXYWRWWWYOXBOBYYWBRXYOYB;;;
ORORXOGYGGGYOXGBBRRGRWXOBBRWGGWXBWOOWWYYXBBYYYWBRXYORW;;;
ORORXOGYGGGYOXBBWBRGRWXOYRRWGGWXBWOOWWYYXBBYYRBBGXYORW;;;
ORORXGGORGGYOXBBWBRWWWXGYRRGYGOXBWOOWWYYXBBYYRBBGXYORW;;;
GGOOXGGORYBYWXBBWBRWWWXGYRRGYGOXBWOOWROYXRBYYRBBGXYORW;;;
GGOOXGGORYBYGXBORBRWWWXGYRRGYGOXBWOOWROYXWBWBRBBYXYYRW;;;
GGOBXGYBRYWRGXWORBGOWOXGYRRGYGOXBWOOWROYXWBWBRBBYXYYRW;;;
GGOBXGYBRYWRYXWYRBGOWOXGYRRGYGOXBWOOWROYXRBGORBBWXYBWW;;;
GGOBXGYBRYWRWXWBWBGOWOXGYRRGYGOXBWOOWROYXRBYYRBBGXYORW;;;
GGOBXGYBRYWRWXGBBRGOWWXGBWRGYGOXBWOOWROYXRBYYYOBRXYORW;;;
GGOBXGYBRYWRWXGBBRGOWWXOBOWGYGYXBBOOWROYXRBYYYGRRXWORW;;;
GGOBXGYBRYWRYXGYRRGOWWXOBOWGYGYXBBOOWROYXRBROYGRWXWBBW;;;
GGOBXGYBRYWRWXGBBRGOWWXOBOWGYGYXBBOOWROYXRBYYYGRRXWORW;;;
GGOBXGYBRYWRWXGBBRGOWWXOBOWGYGYXYBYBWRORXRWWYYGRRXBOOO;;;
GGOBXOYOWYWRWXGBBRGYGWXYBOWRBGGXYBYBWRORXRWWYYGRRXBOOO;;;
GGOBXOYOWYWRWXOBWBGYGGXYYRWRBGGXYBYBWRORXRWWYRBRGXBOOO;;;
GGOBXOYOWYWRWXOBWBGYGGXBYBRRBGRXYWYBWRORXRWWYRYBGXGOOO;;;
GGOBXOYOWYWRWXOBWBGYGGXYYRWRBGGXYBYBWRORXRWWYRBRGXBOOO;;;
ORORXOYOWGGRBXOBWBGYGGXYYRWRBGGXYBYBWWYRXWWWYRBRGXBOOO;;;
ORORXOYOWGGRBXGBBRGYGWXYBOWRBGGXYBYBWWYRXWWWYYGRRXBOOO;;;
GGOBXOYOWYWRWXGBBRGYGWXYBOWRBGGXYBYBWRORXRWWYYGRRXBOOO;;;
GGOBXOYOWYWRRXGOORGYGWXYBOWRBGGXYBYBWRORXBWWBYGRWXBYRO;;;
GBGBXYYOWYWRRXGOORGYGWXYBOWRRWGXRBYBOOOGXBWWBYGRWXBYRO;;;
GBGBXGYRRYWRRXGOORGYWWXOBOWGYWYXRBYBOOOGXBWWBYGRWXBYRO;;;
GYWBXRYRRYWRRXGOORGYWWXOBOWGGOYXOBYBGGOBXBWWBYGRWXBYRO;;;
GGOBXOYRRYWRRXGOORGYWWXOBOWGBGYXGBYBWROYXBWWBYGRWXBYRO;;;
GGOBXYYBGYWRRXGOORGORWXRBOWWOGYXGBYBWROYXBWWBYGRWXBYRO;;;
OBORXYYBGGGRBXGOORGORWXRBOWWOGYXGBYBWRYYXWWWBYGRWXBYRO;;;
GGOBXYYBGYWRRXGOORGORWXRBOWWOGYXGBYBWROYXBWWBYGRWXBYRO;;;
GGOBXYYBGYWRRXGOORGORWXRBOWWOGYXBBROWROYXBBGBYGRWXWYYW;;;
GOGBXBYBGYWRRXGOORGORWXRBOWWYWYXRBROOYOGXBBGBYGRWXWYYW;;;
GOGBXBYBGYWRRXWOGYGOROXRRGWWYWYXRBROOYOGXBBGBBWROXWYYW;;;
GOGBXBYBGYWRRXWOGYGOROXRRGWWYWYXWBYWOYORXBORBBWROXGYGB;;;
GOGBXYYYWYWRRXWOGYGBGOXBRGWRRWOXWBYWOYORXBORBBWROXGYGB;;;
GOGBXYYYWYWRRXWOGYGBGOXBRGWRRWOXRBROOYOGXBBGBBWROXWYYW;;;
GOGBXYYYWYWRRXWOGYGBGOXWRWRRRWGXRWBOOYOGXBBGBBRBOXOYYW;;;
GOGBXBYWGYWRRXWOGYGGROXRRWRWYWYXRWBOOYOGXBBGBBRBOXOYYW;;;
GOGBXBYWGYWRRXWOGYGGROXRROBWYWWXRRROOYOGXBBGBBBWOXYYYW;;;
GOGBXBYWGYWROXWYYYGGROXRROBWYWWXRRROOYOGXGBROBBWGXYBBW;;;
GOGBXBYWGYWROXWYYYGGROXRRWRWYWYXRWBOOYOGXGBROBRBGXOBBW;;;
GYWBXRYWGYWROXWYYYGGROXRRWRWGOYXYWBOGBOOXGBROBRBGXOBBW;;;
YWWOXRYWGOGRBXWYYYGGROXRRWRWGOYXYWBOGBGOXYBROBRBGXOBBW;;;
YWWGXRGOGOWYBXOYYYRWRGXRRWRWGOYXYWBOGBGOXYBROBRBGXOBBW;;;
YOGGXBGOGOWYBXOYYYRWRGXRRWRWWWYXRWBOOYGGXYBROBRBGXOBBW;;;
YGOGXYGOGOWYBXOYYYRWRGXRRWRWOGYXBWBOWRGWXYBROBRBGXOBBW;;;
YGOGXYGOGOWYRXOOYYRWRGXRRWRWOGYXBWBOWRGWXBBGBBRBBXOYYW;;;
YGOOXYYWGOGRRXWOYYGGROXRRWRWOGYXBWBOWRGWXBBGBBRBBXOYYW;;;
YOGOXBYWGOGRRXWOYYGGROXRRWRWWWYXRWBOOYGGXBBGBBRBBXOYYW;;;
YOGOXBYWGOGRRXWOYYGGROXRRWRWWWYXOWYWOYGBXBORBBRBBXGYGB;;;
YOGOXBYWGOGRRXBORBGGRYXRYWRWWWYXOWYWOYGBXBORBROBWXGYGB;;;
GBGYXBYWGYOROXBORBGGRYXRYWRWWWYXOWYWOROBXGORBROBWXGYGB;;;
GBOYXRYWGYOROXBORBGGRYXRYWRWBGYXBWYWWOOWXGORBROBWXGYGB;;;
GBGYXBYWGYOROXBORBGGRYXRYWRWWWYXOWYWOROBXGORBROBWXGYGB;;;
GBOYXRYWGYOROXBORBGGRYXRYWRWBGYXBWYWWOOWXGORBROBWXGYGB;;;
